IIDPLAZAEM,INUMEMP,INUMPLAZA,TICVEFUNC,TICVEPROG,SICVESUBPR,SICVEDEP,TICVESUBDE,SICVEPART,CCVETIPEJE,CCVECATEG,CNIVELDGP,NTOTHOR,MSDO,TICVETIPCO,SDFECINI,SDFECFIN,SICVENODO,SISTATUS,CUNIPAG,SICVEORGIN,TICVETIPMO,SINUMCAU,SICVELIC,VCDESARECO,VCNUMFOLDG,NPERPAG,SDFECREG,CPROCSIP,TICVECLASA,INUMFOL,SISERIAL,SICVEDEPNO,TICVESDNOD,INUMEMPREG
122585,16684,14243,1,0,11,418,1,124,,D2100,96,40.0000,11280.9600,0,16/01/1991,,0,1,N,0,1,0,0,,,0,,,0,0,0,0,0,0
240690,133098,6112,3,1,2,321,1,141,,I9500,85,40.0000,10363.4000,3,30/05/2005,,7,10,N,0,1,28,0,Resonancia Magnética Nuclear.,2005072286,200521,04/11/2005,S,0,519,2,321,1,0
242558,109784,58175,3,1,2,321,1,131,0,I6500,93,40.0000,17277.3500,3,14/11/2009,,7,10,N,0,1,36,0,BIOQUÍMICA ESTRUCTURAL,2009098618,200923,02/12/2009,S,0,987,1,321,1,0
122908,24816,15122,3,1,7,418,2,121,0,D6600,96,40.0000,21840.2600,3,25/01/2011,24/01/2012,8,10,N,0,3,1,1,FISICOQUIMICA,2011018062,201106,16/03/2011,S,0,24635,1,418,0,0
235062,141274,14586,1,1,1,418,2,151,,ET4200,52,32.0000,5382.0000,0,01/09/2007,,1,10,N,0,1,997,0,,2008500887,200807,02/04/2008,S,0,74211,2,723,0,0
140083,89542,14578,1,0,1,418,1,151,,AA0400,52,40.0000,3210.0000,0,01/05/2003,,1,10,N,0,1,997,0,,2003532827,200312,13/06/2003,S,0,41104,2,723,0,0
270618,845356,14502,1,0,1,418,1,151,0,AA0200,50,37.5000,3623.4000,0,18/08/2010,,8,10,N,0,1,36,0,,2010064325,201018,13/09/2010,S,0,23388,1,418,0,0
156631,142377,14414,1,0,1,418,1,151,,A1200,52,32.0000,3382.0000,0,01/05/2004,,1,10,N,0,1,997,0,,2004540064,200421,05/11/2004,S,0,52180,2,723,0,0
188916,127062,15144,3,1,9,418,2,121,,D6500,93,40.0000,16573.0000,3,01/01/2009,,8,10,N,0,1,36,0,INGENIERIA QUIMICA METALURGICA,2009018256,200905,03/03/2009,S,0,17595,1,418,0,0
224133,138112,14285,1,0,7,418,1,147,0,D8600,82,40.0000,11001.3400,4,01/01/2011,31/12/2011,8,10,N,0,1,46,0,FISICA Y QUIMICA TEORICA,2011007430,201103,01/02/2011,S,0,24172,1,418,0,0
162445,157354,14470,1,0,1,418,1,151,,AA0200,52,40.0000,2420.0000,0,01/01/2001,,1,10,N,0,1,997,0,,2001513422,200111,30/05/2001,,0,15633,2,723,0,0
262181,842108,14501,1,0,1,418,1,151,,AA0200,51,40.0000,3804.6000,0,01/09/2010,,1,10,N,0,1,997,0,,2011501080,201107,29/03/2011,S,0,96453,2,723,0,0
235177,809966,58439,1,0,1,418,1,151,,A0900,52,30.0000,5168.8000,0,16/03/2010,,1,10,N,0,1,997,0,,2010501979,201017,02/09/2010,S,0,91478,2,723,0,160990
221685,826096,14538,1,1,1,418,2,151,0,AA0200,51,40.0000,3758.6000,0,01/06/2010,,8,10,N,0,1,63,0,,2010037319,201011,03/06/2010,S,0,22048,1,418,0,0
218579,123332,67033,3,1,13,418,2,141,,D9500,85,40.0000,9554.0000,0,15/06/2003,,1,110,N,0,1,7,0,,2003056284,200317,01/09/2003,,0,0,0,0,0,0
249982,116902,5148,3,1,6,418,2,147,0,D9500,85,40.0000,13400.2000,4,01/01/2011,31/12/2011,8,10,N,0,1,46,0,FARMACIA,2011002211,201102,17/01/2011,S,0,23839,1,418,0,0
276350,847933,14545,1,1,1,418,2,151,0,AA0200,50,40.0000,3623.4000,0,01/10/2010,,8,10,N,0,1,63,0,,2010084922,201021,17/11/2010,S,0,23615,1,418,0,0
267823,843810,52542,1,0,1,418,1,151,,AA0200,50,37.5000,3215.0500,0,06/08/2008,,1,10,N,0,1,62,0,,2008061354,200817,17/09/2008,S,0,76496,1,723,0,0
154694,136795,21125,3,1,7,418,2,161,,CF8000,10,32.0000,2991.6000,0,01/11/1996,,0,1,N,0,1,0,0,,,0,,,0,0,0,0,0,0
133025,67061,15137,3,1,11,418,2,121,,D6400,89,40.0000,13116.4000,3,14/08/2007,,8,10,N,0,1,36,0,QUIMICA ANALITICA,2007074367,200719,27/09/2007,S,0,11893,1,418,0,0
288162,822636,75855,3,1,3,327,1,141,0,I9500,85,40.0000,13400.2000,3,19/08/2010,,7,10,N,1003,1,28,0,QUÍMICA DE PLASMAS CON ESPECIALIDAD EN ASTROBIOGÍA,2010075409,201020,15/10/2010,S,0,1147,2,327,1,0
154874,137362,14755,1,0,1,418,1,151,,AA0200,52,40.0000,2788.0000,0,01/09/2003,,1,10,N,0,1,997,0,,2004537126,200404,18/02/2004,S,0,47448,2,723,0,0
153361,133000,14590,1,0,13,418,1,151,,ET1700,53,32.5000,4971.8000,0,01/07/2006,,8,10,N,0,1,63,0,,2006060767,200616,22/08/2006,S,0,8058,1,418,0,0
247721,133000,14871,1,0,13,418,1,155,,ET1700,53,15.5000,2485.9000,0,01/07/2006,,8,10,N,0,1,18,0,,2006060768,200616,22/08/2006,S,0,8060,1,418,0,0
265510,829759,76188,1,1,1,418,2,151,,AA0400,50,32.0000,3739.7500,0,01/06/2008,,8,10,N,0,1,28,0,,2008048284,200813,26/06/2008,S,0,15536,2,418,0,0
158129,145923,14550,1,1,1,418,2,151,,AA0400,52,40.0000,3076.0000,0,01/05/2002,,1,10,N,0,1,997,0,,2003523764,200302,09/01/2003,S,0,31343,2,723,0,0
218578,115046,15181,3,1,13,418,2,141,,D9500,85,40.0000,9554.0000,0,15/06/2003,,1,110,N,0,1,7,0,,2003056283,200317,01/09/2003,,0,0,0,0,0,0
276104,826562,54505,1,0,10,418,1,151,0,EO0200,50,32.0000,2454.9500,0,08/11/2010,05/12/2010,8,10,N,0,5,114,0,,2010095015,201023,02/12/2010,S,0,23707,1,418,0,0
283889,124865,14647,1,0,4,418,1,151,,ET1700,52,32.5000,6665.9000,0,16/01/2011,,1,10,N,0,1,997,0,,2011501437,201109,28/04/2011,S,0,97035,3,723,0,0
283890,124865,14884,1,0,4,418,1,155,,ET1700,52,15.5000,3332.9500,0,16/01/2011,,1,10,N,0,1,997,0,,2011501437,201109,28/04/2011,S,0,97035,4,723,0,0
273049,817433,15260,3,1,9,418,2,161,,CFQ800,10,40.0000,6450.3000,0,01/02/2009,,8,10,N,0,1,38,0,,2009023898,200906,17/03/2009,S,0,17945,1,418,0,0
292332,854575,15238,1,0,1,418,1,151,0,AA0200,50,37.5000,3794.8500,0,10/01/2011,,1,10,N,0,1,62,0,,2011005277,201103,01/02/2011,S,0,94984,1,723,0,0
213826,136237,70888,3,1,11,418,2,121,,D6400,89,40.0000,12454.3000,3,01/08/2006,,8,10,N,0,1,36,0,"QUIMICA ANALITICA Especialidad:""Métodos de separación y determinación de cationes metálicos mediante membranas líquidas""",2006066956,200618,20/09/2006,S,0,8273,1,418,0,0
256705,136237,14993,3,1,11,418,2,143,,CA5000,12,48.0000,3513.0000,0,16/08/2007,,8,10,N,0,1,38,0,,2007068126,200718,13/09/2007,S,0,11772,1,418,0,0
196770,125769,63838,1,0,9,418,1,121,,D6400,89,40.0000,10061.6400,3,01/05/2001,,1,1,N,0,1,36,0,INGENIERIA METALURGICA,2001085503,200120,16/10/2001,N,0,0,0,0,0,0
256706,125769,15283,3,1,9,418,2,143,,CA5000,12,48.0000,3513.0000,0,16/08/2007,,8,10,N,0,1,38,0,,2007068127,200718,13/09/2007,S,0,11839,1,418,0,0
215322,95798,14246,3,1,6,418,2,127,0,D6400,89,40.0000,15465.0500,1,01/01/2011,31/12/2011,8,10,N,0,1,46,0,"FARMACIA Especialidad ""Modelaje Farmacocinético""",2011002223,201102,17/01/2011,S,0,23840,1,418,0,0
274926,847296,58441,1,0,1,418,1,161,,CF9800,11,32.0000,4868.5000,0,01/04/2009,,8,10,N,0,1,62,0,,2009039835,200911,03/06/2009,S,0,18432,1,418,0,0
274927,847296,58442,1,0,1,418,1,165,,CF9800,11,16.0000,2434.2500,0,01/04/2009,,8,10,N,0,1,18,0,,2009039837,200911,03/06/2009,S,0,18433,1,418,0,0
221146,143588,14603,1,0,1,418,1,151,,AA0400,52,32.0000,4298.6400,0,01/01/2009,,1,10,N,0,1,997,0,,2009503752,200916,18/08/2009,S,0,85473,2,723,0,0
163238,159372,14387,1,0,1,418,1,151,,A0800,53,32.0000,4583.8500,0,01/08/2009,,1,10,N,0,1,997,0,,2009503172,200915,05/08/2009,S,0,84861,2,723,0,0
270453,825294,14702,1,0,4,418,1,151,,EQ5000,51,37.5000,6100.1300,0,01/11/2010,,1,10,N,0,1,997,0,,2011500770,201106,16/03/2011,S,0,96069,2,723,0,0
262106,816031,14743,1,0,1,418,1,151,0,A0800,51,32.0000,4428.7000,0,02/10/2010,,8,10,N,0,1,36,0,,2010087185,201022,17/11/2010,S,0,23642,1,418,0,0
259458,800233,23124,3,1,2,418,3,127,0,D6400,89,40.0000,15465.0500,4,01/01/2011,31/12/2011,8,10,N,0,1,46,0,"UNIDAD DE QUIMICA EN SISAL, YUCATAN",2011002203,201102,17/01/2011,S,0,23877,1,418,0,0
260903,800233,82730,3,1,2,418,3,128,0,Z0300,08,0.0000,7732.5200,0,01/01/2011,31/12/2011,8,10,N,0,1,46,0,,2011002204,201102,17/01/2011,S,0,23921,1,418,0,0
170077,752308,15176,3,1,9,418,2,141,,D9600,89,40.0000,8129.9600,0,05/04/1994,,0,1,N,0,1,0,0,,,0,,,0,0,0,0,0,0
201672,34186,14996,1,0,13,418,1,143,,CA7600,16,48.0000,1784.0000,0,16/07/2001,,1,110,N,0,1,38,0,,2001076522,200117,05/09/2001,,0,0,0,0,0,0
124046,34186,14248,1,0,13,418,1,121,,D6600,96,40.0000,13961.3200,3,15/07/2001,,1,1,N,0,1,36,0,QUIMICA ORGANICA,2001094431,200123,05/12/2001,N,0,0,0,0,0,0
257100,134028,56340,1,0,9,418,1,141,,D9500,85,40.0000,11346.0000,3,13/02/2007,,8,10,N,0,1,28,0,"CORROSION ESPECIALIDAD:""CORROSION EN MEDIO ACUOSO""",2007077165,200719,27/09/2007,S,0,11896,2,418,0,0
273148,846352,14682,1,0,1,418,1,151,,AA0200,50,37.5000,3351.6900,0,17/02/2009,,1,10,N,0,1,62,0,,2009022062,200906,17/03/2009,S,0,80663,1,723,0,0
157928,145516,14935,1,0,1,418,1,161,,CF9800,11,32.0000,2822.6000,0,01/03/1993,,0,1,N,0,1,0,0,,,0,,,0,0,0,0,0,0
156028,140500,957,1,1,1,418,2,151,,ET4000,52,32.0000,4200.2000,0,01/06/2005,,1,10,N,0,1,997,0,,2005543590,200523,05/12/2005,S,0,58552,2,723,0,0
282266,850498,14913,1,0,16,418,1,161,0,CF9800,13,32.0000,4701.0000,0,08/03/2011,17/03/2011,8,10,N,0,3,114,0,,2011031615,201108,06/04/2011,S,0,25318,1,418,0,0
282267,850498,15007,1,0,16,418,1,165,0,CF9800,13,16.0000,2350.5000,0,08/03/2011,17/03/2011,8,10,N,0,3,114,0,,2011031616,201108,06/04/2011,S,0,25319,1,418,0,0
142011,95827,15247,3,1,7,418,2,151,,ET1700,52,32.0000,3972.0000,0,01/05/2002,,1,10,N,0,1,997,0,,2002520573,200211,31/05/2002,S,0,26952,2,723,0,0
138980,86160,14778,1,0,20,418,1,151,,ET0600,52,32.5000,4144.0000,0,03/02/2003,,1,1,N,0,1,63,0,,2003013002,200305,06/03/2003,N,0,12947,2,723,0,0
213929,86160,73692,1,0,20,418,1,155,,ET0600,52,15.5000,2072.0000,0,03/02/2003,,1,110,N,0,1,38,0,,2003013003,200305,06/03/2003,,0,0,0,0,0,0
223954,826575,14493,1,0,1,418,1,151,,AA0200,52,40.0000,3570.5500,0,16/07/2009,,8,10,N,0,1,36,0,,2009058610,200917,02/09/2009,S,0,19318,1,418,0,0
147118,114127,14757,1,0,1,418,1,151,,AA0400,52,40.0000,3210.0000,0,01/05/2003,,1,10,N,0,1,997,0,,2003533167,200312,13/06/2003,S,0,41444,2,723,0,0
144044,102812,60562,3,1,5,418,2,127,0,D6400,89,40.0000,15465.0500,1,01/01/2011,31/12/2011,8,10,N,0,1,46,0,BIOQUIMICA VEGETAL (REGULACION DE LA DISPOSICION DE RESERVAS DURANTE EL DESARROLLO DE SEMILLAS),2011002193,201102,17/01/2011,S,0,23825,1,418,0,0
294959,150961,63400,3,1,11,418,2,141,0,D9500,85,40.0000,14072.0500,3,17/02/2011,,8,10,N,0,1,28,0,"QUIMICA ANALITICA ESPECIALIDAD ""ESPECTROSCOPIA DE EMISION ATOMICA (PLASMA INDUCTIVAMENTE ACOPLADO) Y ABSORCION ATOMICA (FLAMA, ELECTROTERMICA Y VAPOR FRIO)",2011033701,201109,28/04/2011,S,0,25332,2,418,0,0
284792,135877,70563,3,1,10,418,2,121,0,D6500,93,40.0000,17576.7000,3,10/12/2009,,8,10,N,0,1,28,0,"INGENIERIA QUIMICA, ESPECIALIDAD ""INGENIERIA ELECTROQUIMICA Y ELECTROCATALISIS PARA CELDAS DE COMBUSTIBLE""",2010040367,201011,03/06/2010,S,0,22059,2,418,0,0
164354,162148,65398,1,1,1,418,2,151,,AA0200,53,40.0000,3680.0500,0,16/11/2007,,1,10,N,0,1,997,0,,2007551220,200723,29/11/2007,S,0,72098,2,723,0,0
194514,115409,19607,1,0,16,418,1,151,,A2200,52,32.0000,5178.1000,0,01/10/2009,,1,10,N,0,1,997,0,,2009504486,200923,02/12/2009,S,0,87331,2,723,0,0
289612,115409,88364,1,0,16,418,1,153,,M3000,00,0.0000,0.0000,0,01/11/2010,,1,10,N,0,1,58,0,,,0,18/11/2010,,0,0,0,0,0,160990
291889,816431,14460,3,1,8,418,2,151,0,EQ5000,50,40.0000,5809.5600,0,01/11/2010,,8,10,N,0,1,28,0,,2011002747,201102,17/01/2011,S,0,24031,2,418,0,0
164876,720949,50225,2,1,2,472,6,121,,D5600,86,40.0000,7032.5200,0,27/01/1997,26/01/1998,11,68,N,0,1,0,0,,,0,05/08/2004,,0,0,0,0,0,0
193313,720949,58422,1,0,1,418,1,143,,CA5000,13,48.0000,2556.0000,0,16/09/2000,,1,110,N,0,1,38,0,,2000095451,200023,27/11/2000,,0,0,0,0,0,0
125127,40334,15107,3,1,12,418,2,121,,D6600,96,40.0000,18200.2000,3,15/08/2007,,8,10,N,0,1,36,0,QUIMICA INORGANICA,2007081231,200720,12/10/2007,S,0,11915,1,418,0,0
126856,46785,6082,3,1,2,321,1,131,,I6600,96,40.0000,11280.9600,0,01/02/1988,,0,1,N,0,1,0,0,,,0,,,0,0,0,0,0,0
226024,814172,15189,1,0,6,418,1,147,0,D8400,67,40.0000,8927.9000,4,01/01/2011,31/12/2011,8,10,N,0,1,46,0,FARMACIA,2011002182,201102,17/01/2011,S,0,23841,1,418,0,0
159359,148786,66838,1,0,20,418,1,151,,ET0600,53,32.0000,5827.6000,0,01/08/2009,,1,10,N,0,1,997,0,,2009503204,200915,05/08/2009,S,0,84893,2,723,0,0
267955,844073,14479,1,0,1,418,1,151,,AA0200,50,37.5000,3215.0500,0,25/08/2008,,1,10,N,0,1,62,0,,2008066912,200818,17/09/2008,S,0,76851,1,723,0,0
187197,813092,14541,1,0,1,418,1,151,,AA0200,52,37.5000,3033.0000,0,01/06/2005,,1,10,N,0,1,997,0,,2005542371,200515,05/08/2005,S,0,56582,2,723,0,0
259174,744027,58370,1,0,14,418,1,121,,D6600,96,40.0000,20423.6000,3,16/07/2009,,8,10,N,0,1,36,0,"QUIMICA ORGANICA ESPECIALIDAD:""QUIMICA EXPERIMENTAL APLICADA""",2009082426,200920,15/10/2009,S,0,19922,1,418,0,0
271008,845687,66832,1,0,1,418,1,151,,AA0200,50,37.5000,3351.6900,0,25/11/2008,,1,10,N,0,1,62,0,,2009001091,200901,11/12/2008,S,0,79166,1,723,0,0
287892,137100,14650,1,0,4,418,1,151,0,ET1700,53,32.5000,6683.0000,0,01/08/2010,,8,10,N,0,1,28,0,,2010067978,201019,30/09/2010,S,0,23425,2,418,0,0
287893,137100,14880,1,0,4,418,1,155,0,ET1700,53,15.5000,3341.5000,0,01/08/2010,,8,10,N,0,1,18,0,,2010067977,201019,30/09/2010,S,0,23426,1,418,0,0
265509,835512,5902,1,1,4,418,2,151,,ET1700,51,30.0000,6061.6000,0,01/06/2010,,1,10,N,0,1,997,0,,2010503300,201018,13/09/2010,S,0,92497,2,723,0,0
289613,112409,88365,1,0,16,418,1,153,,M3000,00,0.0000,0.0000,0,01/11/2010,,8,10,N,0,1,58,0,,,0,18/11/2010,,0,0,0,0,0,160990
281722,112409,32685,1,0,16,418,1,151,0,A2200,52,32.5000,5512.1000,0,21/04/2010,,8,10,N,0,1,36,0,,2010064322,201018,13/09/2010,S,0,23393,1,418,0,0
281723,112409,74228,1,0,16,418,1,155,0,A2200,52,15.5000,2756.0500,0,21/04/2010,,8,10,N,0,1,36,0,,2010064323,201018,13/09/2010,S,0,23394,1,418,0,0
174651,808565,46524,1,0,1,418,1,151,,AA0200,52,40.0000,3795.0000,0,16/10/2009,,1,10,N,0,1,997,0,,2009504487,200923,02/12/2009,S,0,87332,2,723,0,0
205116,819719,14458,1,1,1,418,2,151,0,AA0200,52,37.5000,2013.4500,0,07/10/2010,20/11/2010,8,10,N,0,5,114,0,,2011003011,201102,17/01/2011,S,0,23912,1,418,0,0
149294,120970,14483,1,1,1,418,2,151,,AA0200,53,40.0000,2928.0000,0,01/05/2003,,1,10,N,0,1,997,0,,2003533254,200313,02/07/2003,S,0,41531,2,723,0,0
287050,822578,14328,1,0,9,418,1,147,0,D8600,82,40.0000,11430.3500,4,01/03/2011,31/12/2011,8,10,N,0,1,46,0,INGENIERIA METALÚRGICA,2011032093,201109,28/04/2011,S,0,25145,1,418,0,0
246212,123659,68569,3,1,3,418,2,121,,D6400,89,40.0000,13116.4000,3,01/08/2007,,8,10,N,0,1,36,0,"ALIMENTOS Y BIOTECNOLOGIA Especialidad: ""Alimentos Fermentados y biotransformaciones""",2007064598,200717,29/08/2007,S,0,11659,1,418,0,0
155114,138043,15195,1,0,10,418,1,147,0,D8400,67,40.0000,8927.9000,1,01/01/2011,31/12/2011,8,10,N,0,1,46,0,"INGENIERIA QUIMICA Especialidad""Laboratorio de Ingeniería de Reactores""",2011002216,201102,17/01/2011,S,0,23858,1,418,0,0
265810,807561,5615,3,1,2,318,1,141,,I9500,85,40.0000,11346.0000,3,07/01/2008,,7,10,N,0,1,23,0,BIOLOGIA MOLECULAR Y BIOTECNOLOGIA Y CON ESPECIALIDAD EN REGULACION DE METABOLITOS SECUNDARIOS.,2008050261,200815,31/07/2008,S,0,1923,2,318,1,0
270694,801320,56802,1,2,2,418,2,151,,A0900,51,32.0000,4961.9000,0,16/10/2010,,1,10,N,0,1,997,0,,2011501264,201108,06/04/2011,S,0,96693,2,723,0,0
285959,837995,14223,1,0,13,418,1,147,0,D9400,84,40.0000,12508.5500,4,01/02/2011,31/12/2011,8,10,N,0,1,46,0,QUIMICA INORGANICA Y NUCLEAR,2011027383,201108,06/04/2011,S,0,25069,1,418,0,0
169580,750912,14211,1,0,9,418,1,121,0,D6600,96,40.0000,21608.6000,3,16/02/2010,,8,10,N,0,1,36,0,METALURGIA FISICA,2010019527,201005,02/03/2010,S,0,21690,1,418,0,0
285960,96130,68298,1,0,1,418,1,151,0,A0600,50,32.0000,6246.1000,0,16/06/2010,,8,10,N,0,1,28,0,,2010049622,201015,03/08/2010,S,0,22917,2,418,0,0
192027,158580,3733,4,2,6,311,1,143,0,CA2600,08,48.0000,11466.9000,0,01/10/2000,,1,110,N,0,1,38,0,,2000081428,200021,03/11/2000,,0,0,0,0,0,0
278101,848635,14527,1,0,1,418,1,151,,AA0200,50,37.5000,3399.6000,0,07/09/2009,,1,10,N,0,1,62,0,,2009072417,200919,01/10/2009,S,0,86132,1,723,0,0
152269,130205,14559,1,1,1,418,2,151,,AA0400,52,32.0000,3533.0000,0,16/05/2005,,1,10,N,0,1,997,0,,2005542383,200515,05/08/2005,S,0,56594,2,723,0,0
263214,812305,14445,1,0,4,418,1,151,,EQ1700,51,37.5000,7577.0000,0,01/04/2010,,1,10,N,0,1,997,0,,2010503313,201018,13/09/2010,S,0,92512,2,723,0,0
233836,144939,59268,1,1,1,418,2,151,,AA0400,52,37.5000,4587.4500,0,16/01/2010,,1,10,N,0,1,997,0,,2010500587,201006,17/03/2010,S,0,88761,2,723,0,0
244526,149284,56790,1,0,21,418,1,151,,ET2900,52,32.0000,6182.3500,0,16/01/2011,,1,10,N,0,1,997,0,,2011501418,201109,28/04/2011,S,0,97011,2,723,0,0
242013,53201,60417,1,1,4,418,2,143,,CA7500,08,48.0000,14968.0000,0,16/11/2005,,8,10,N,0,1,38,0,SECRETARIA DE SERVICIOS ACADEMICOS,2005085307,200523,05/12/2005,S,0,6081,1,418,0,0
265508,819214,76187,1,1,1,418,2,151,,AA0400,51,37.5000,4428.7000,0,01/05/2010,,1,10,N,0,1,997,0,,2010503317,201018,13/09/2010,S,0,92516,2,723,0,0
229425,150776,65684,3,1,3,418,2,147,0,D8500,78,40.0000,9865.2500,1,01/01/2011,31/12/2011,8,10,N,0,1,46,0,ALIMENTOS Y BIOTECNOLOGIA Especialidad: Análisis de Alimentos (Métodos Instrumentales),2011002191,201102,17/01/2011,S,0,23811,1,418,0,0
216774,103616,14279,1,0,14,418,1,141,,D9500,85,40.0000,9160.4100,0,22/11/2002,,1,110,N,0,1,28,0,,2003046573,200312,16/06/2003,,0,0,0,0,0,0
283545,851109,14676,1,0,1,418,1,151,0,AA0200,50,40.0000,3579.7000,0,16/03/2010,,1,10,N,0,1,62,0,,2010028884,201008,15/04/2010,S,0,88811,1,723,0,0
165784,730344,14971,1,0,10,418,1,143,,CA2600,12,48.0000,2321.0000,0,01/02/1996,,0,1,N,0,1,0,0,,,0,,,0,0,0,0,0,0
165786,730344,15066,3,1,10,418,2,121,,D6600,96,40.0000,11280.9600,0,30/04/1997,,0,1,N,0,1,0,0,,,0,,,0,0,0,0,0,0
203986,800333,5953,1,1,1,418,2,151,,O1000,52,40.0000,3358.3000,0,01/10/2006,,1,10,N,0,1,997,0,,2007547675,200708,12/04/2007,S,0,66345,2,723,0,0
147628,115805,15202,3,1,3,418,2,141,,D9400,84,40.0000,6276.8400,0,01/06/1995,,0,1,N,0,1,0,0,BIOTECNOLOGIA,,0,,,0,0,0,0,0,0
218580,150963,15174,1,1,4,418,2,147,0,D9400,84,40.0000,11911.3500,4,01/01/2011,31/12/2011,8,10,N,0,1,46,0,QUIMICA ANALITICA,2011002189,201102,17/01/2011,S,0,23895,1,418,0,0
259185,841041,46338,1,0,1,418,1,161,,CF9800,11,32.0000,4670.1000,0,16/11/2007,,8,10,N,0,1,62,0,,2007098680,200723,29/11/2007,S,0,12825,1,418,0,0
259186,841041,13815,1,0,1,418,1,165,,CF9800,11,16.0000,2335.0500,0,16/11/2007,,8,10,N,0,1,62,0,,2007098681,200723,29/11/2007,S,0,12826,1,418,0,0
137096,79987,14725,1,0,4,418,1,151,,ET1700,53,32.0000,4352.0000,0,01/05/2003,,1,10,N,0,1,997,0,,2003533456,200313,02/07/2003,S,0,41733,3,723,0,0
137097,79987,68393,1,0,4,418,1,155,,ET1700,53,16.0000,2176.0000,0,01/05/2003,,1,10,N,0,1,997,0,,2003533456,200313,02/07/2003,S,0,41733,4,723,0,0
147697,116061,14644,1,0,7,418,1,151,,ET1700,53,32.5000,4731.2000,0,14/02/2005,,8,10,N,0,1,63,0,,2005019606,200507,05/04/2005,S,0,3658,1,418,0,0
234539,116061,14869,1,0,7,418,1,155,,ET1700,53,15.5000,2365.6000,0,14/02/2005,,8,10,N,0,1,18,0,,2005019607,200507,05/04/2005,S,0,3659,1,418,0,0
198687,817070,14487,1,0,1,418,1,151,,AA0200,52,40.0000,3033.0000,0,01/05/2005,,1,10,N,0,1,997,0,,2005543671,200523,05/12/2005,S,0,58639,2,723,0,0
241028,155754,11446,1,0,4,418,1,151,,ET1700,52,30.0000,4991.0000,0,16/03/2007,,1,10,N,0,1,997,0,,2007547759,200708,12/04/2007,S,0,66481,2,723,0,0
200499,139916,14605,1,0,1,418,1,151,,ET2900,52,32.5000,4506.0000,0,01/06/2005,,1,10,N,0,1,997,0,,2005542392,200515,05/08/2005,S,0,56603,3,723,0,0
234540,139916,65082,1,0,1,418,1,155,,ET2900,52,15.5000,2253.0000,0,01/06/2005,,1,10,N,0,1,997,0,,2005542392,200515,05/08/2005,S,0,56603,4,723,0,0
125577,42365,14239,1,0,12,418,1,121,,D6600,96,40.0000,20423.6000,3,01/02/2009,,8,10,N,0,1,36,0,LABORATORIO DE CIENCIA BASICA,2009023648,200906,17/03/2009,S,0,17969,1,418,0,0
281152,144868,14444,1,0,15,418,1,151,0,EQ5000,50,40.0000,5471.7500,0,01/11/2009,,8,10,N,0,1,28,0,,2010008332,201003,02/02/2010,S,0,21232,2,418,0,0
265506,131172,66979,3,1,5,418,2,127,0,D5600,86,40.0000,13400.2000,1,01/01/2011,31/12/2011,8,10,N,0,1,46,0,"BIOQUIMICA ESPECIALIDAD ""TRANSPORTADORES MEMBRANALES EN PLANTAS""",2011002243,201102,17/01/2011,S,0,23826,1,418,0,0
215949,51411,15166,3,1,11,418,2,141,,D9500,85,40.0000,9554.0000,0,03/02/2003,,1,110,N,0,1,28,0,,2003040711,200311,26/05/2003,,0,0,0,0,0,0
197668,144657,65031,1,0,20,418,1,151,,ET0600,52,32.0000,3972.0000,0,01/01/2002,,1,10,N,0,1,997,0,,2002518308,200204,14/02/2002,S,0,23720,2,723,0,0
190936,48538,15043,3,1,11,418,2,121,0,D6600,96,40.0000,21840.2600,3,12/02/2011,11/08/2011,8,10,N,0,3,16,43,QUIMICA ANALITICA,2011018258,201106,16/03/2011,S,0,24222,1,418,0,0
205203,112117,14313,1,0,17,418,1,141,,D9400,84,40.0000,7030.0800,1,16/11/2000,,1,110,N,0,1,28,0,COMPUTACIÓN,2002004678,200202,17/01/2002,,0,0,0,0,0,0
294208,150014,42596,1,0,5,418,1,151,0,EQ1700,52,40.0000,8332.3800,0,16/12/2010,,8,10,N,0,1,28,0,,2011028726,201107,29/03/2011,S,0,25204,2,418,0,0
165868,730728,6064,3,1,2,321,1,131,,I6500,93,40.0000,9623.5200,0,14/08/1995,,0,1,N,0,1,0,0,,,0,,,0,0,0,0,0,0
150420,124444,14404,1,0,5,418,1,151,,A0900,53,32.0000,3796.0000,0,01/05/2003,,1,10,N,0,1,997,0,,2003533509,200313,02/07/2003,S,0,41786,3,723,0,0
150421,124444,70318,1,0,5,418,1,155,,A0900,53,16.0000,1900.0000,0,01/05/2003,,1,10,N,0,1,997,0,,2003533509,200313,02/07/2003,S,0,41786,4,723,0,0
273048,846336,14955,1,0,20,418,1,143,,CA2600,14,48.0000,15298.0000,0,16/02/2009,,8,10,N,0,1,62,0,,2009023487,200906,17/03/2009,S,0,17941,1,418,0,0
261429,841826,14688,1,0,1,418,1,151,,AA0200,51,37.5000,3804.6000,0,01/05/2010,,1,10,N,0,1,997,0,,2011500114,201101,14/12/2010,S,0,94870,2,723,0,0
158507,146891,15220,1,0,1,418,1,151,0,A0900,53,32.0000,5352.0000,0,22/11/2009,,8,10,N,0,1,36,0,,2010003173,201002,15/01/2010,S,0,20845,1,418,0,0
